id,gold_pattern,epoch4_pred8way,epoch4_gold_q,epoch4_gold_rank,epoch4_top1_margin,epoch4_gold_margin,epoch4_norm_entropy,epoch4_eff_support,epoch5_pred8way,epoch5_gold_q,epoch5_gold_rank,epoch5_top1_margin,epoch5_gold_margin,epoch5_norm_entropy,epoch5_eff_support,v1_pred8way,v1_gold_q,v1_gold_rank,v1_top1_margin,v1_gold_margin,v1_norm_entropy,v1_eff_support,v2_pred8way,v2_gold_q,v2_gold_rank,v2_top1_margin,v2_gold_margin,v2_norm_entropy,v2_eff_support,v3_pred8way,v3_gold_q,v3_gold_rank,v3_top1_margin,v3_gold_margin,v3_norm_entropy,v3_eff_support
kk_grpo_v3_final_holdout_001164,KNN,KNN,0.976984,1,3.7500,3.7500,0.052833,1.1161,KNN,0.970690,1,3.5002,3.5002,0.063657,1.1415,KNN,0.924160,1,2.5003,2.5003,0.129133,1.3080,KNN,0.992413,1,4.8755,4.8755,0.021496,1.0457,KNN,0.797672,1,1.3719,1.3719,0.242298,1.6551
kk_grpo_v3_final_holdout_001165,KNN,KKN,0.147337,2,1.4735,-1.4735,0.543602,3.0969,KKN,0.104638,2,2.0763,-2.0763,0.300266,1.8671,KKN,0.015055,4,3.3569,-4.1159,0.183977,1.4660,KKN,0.032249,2,3.3915,-3.3915,0.100162,1.2316,KKN,0.010086,2,4.5755,-4.5755,0.060352,1.1337
kk_grpo_v3_final_holdout_001166,NNN,NNN,0.776967,1,1.2510,1.2510,0.257620,1.7087,NKK,0.348510,2,0.6253,-0.6253,0.311838,1.9126,NKK,0.320789,2,0.7499,-0.7499,0.302570,1.8761,NNN,0.851733,1,1.7496,1.7496,0.202592,1.5239,NNN,0.946475,1,2.8752,2.8752,0.100910,1.2335
kk_grpo_v3_final_holdout_001167,KNN,KNN,0.998940,1,6.8770,6.8770,0.004077,1.0085,KNN,0.999864,1,9.0127,9.0127,0.000673,1.0014,KNN,0.999933,1,9.6748,9.6748,0.000353,1.0007,KNN,0.999990,1,11.5688,11.5688,0.000060,1.0001,KNN,0.999816,1,8.8149,8.8149,0.000901,1.0019
kk_grpo_v3_final_holdout_001168,NKK,NKK,0.790752,1,1.4764,1.4764,0.294433,1.8446,NKK,0.863471,1,1.8724,1.8724,0.200463,1.5172,NKK,0.992894,1,5.3750,5.3750,0.022651,1.0482,NKK,0.959399,1,3.7499,3.7499,0.095267,1.2191,NKK,0.982394,1,4.5196,4.5196,0.048836,1.1069
kk_grpo_v3_final_holdout_001169,NNN,NNN,0.914550,1,2.3751,2.3751,0.141588,1.3424,NNN,0.966838,1,3.3750,3.3750,0.070288,1.1574,NNN,0.932377,1,2.6250,2.6250,0.119316,1.2816,NNN,0.651367,1,0.6251,0.6251,0.311042,1.9094,NNN,0.988954,1,4.5000,4.5000,0.029413,1.0631
kk_grpo_v3_final_holdout_001170,NNK,NNK,0.997919,1,6.2500,6.2500,0.007482,1.0157,NNK,0.998800,1,6.7500,6.7500,0.004537,1.0095,NNK,0.999833,1,9.1250,9.1250,0.000850,1.0018,NNK,0.999803,1,8.7500,8.7500,0.000957,1.0020,NNK,0.994755,1,5.2500,5.2500,0.015845,1.0335
kk_grpo_v3_final_holdout_001171,NNK,NNK,0.783182,1,1.7115,1.7115,0.345024,2.0492,NNK,0.867145,1,2.6199,2.6199,0.255286,1.7004,NNK,0.997012,1,6.1334,6.1334,0.010694,1.0225,NNK,0.978192,1,3.8773,3.8773,0.053355,1.1173,NNK,0.979392,1,4.2662,4.2662,0.057444,1.1269
kk_grpo_v3_final_holdout_001172,KKK,KKK,0.999737,1,8.2500,8.2500,0.001178,1.0025,KKK,0.999981,1,10.8750,10.8750,0.000110,1.0002,KKK,0.999972,1,10.5000,10.5000,0.000154,1.0003,KKK,0.999996,1,12.3750,12.3750,0.000028,1.0001,KKK,0.999987,1,11.2500,11.2500,0.000077,1.0002
kk_grpo_v3_final_holdout_001173,NKK,NKK,0.529921,1,0.2829,0.2829,0.431441,2.4526,NKK,0.651296,1,0.6482,0.6482,0.329606,1.9846,NKK,0.904613,1,2.2507,2.2507,0.151830,1.3712,KKN,0.437279,2,0.2446,-0.2446,0.341696,2.0351,NKK,0.777215,1,1.2531,1.2531,0.257750,1.7091
kk_grpo_v3_final_holdout_001174,NNK,NNK,0.923281,1,2.5015,2.5015,0.133156,1.3190,NNK,0.914602,1,2.3748,2.3748,0.141380,1.3418,NNK,0.981835,1,4.0001,4.0001,0.044191,1.0962,NNK,0.995365,1,5.3751,5.3751,0.014294,1.0302,NNK,0.994627,1,5.2501,5.2501,0.016485,1.0349
kk_grpo_v3_final_holdout_001175,KNN,KNN,0.704681,1,0.8734,0.8734,0.295327,1.8480,KNN,0.834178,1,1.6233,1.6233,0.219746,1.5792,NKN,0.222489,2,1.2510,-1.2510,0.255770,1.7021,KNN,0.976998,1,3.7496,3.7496,0.052728,1.1159,KNN,0.880551,1,1.9991,1.9991,0.176599,1.4437
kk_grpo_v3_final_holdout_001176,KKK,KKK,0.952575,1,3.0462,3.0462,0.096248,1.2216,KKK,0.995930,1,5.5066,5.5066,0.012813,1.0270,KKK,0.999196,1,7.1294,7.1294,0.003154,1.0066,KKK,0.999942,1,9.7553,9.7553,0.000303,1.0006,KKK,0.999942,1,9.7502,9.7502,0.000302,1.0006
kk_grpo_v3_final_holdout_001177,NNK,NNK,0.991409,1,4.9103,4.9103,0.025552,1.0546,NNK,0.994770,1,5.2500,5.2500,0.015761,1.0333,NNK,0.996396,1,5.6250,5.6250,0.011518,1.0242,NNK,0.994773,1,5.2500,5.2500,0.015743,1.0333,NNK,0.995384,1,5.3750,5.3750,0.014181,1.0299
kk_grpo_v3_final_holdout_001178,KNK,KNK,0.999734,1,9.0000,9.0000,0.001319,1.0027,KNK,0.999724,1,8.2500,8.2500,0.001248,1.0026,KNK,0.999496,1,7.6251,7.6251,0.002122,1.0044,KNK,0.999969,1,10.6251,10.6251,0.000177,1.0004,KNK,0.999263,1,7.2501,7.2501,0.002969,1.0062
kk_grpo_v3_final_holdout_001179,KKK,KKK,0.770683,1,1.7500,1.7500,0.345291,2.0504,KKK,0.939906,1,2.7567,2.7567,0.110468,1.2582,KKK,0.997813,1,6.1257,6.1257,0.007512,1.0157,KKK,0.989261,1,4.9997,4.9997,0.032063,1.0689,KKK,0.994086,1,5.1253,5.1253,0.017450,1.0370
kk_grpo_v3_final_holdout_001180,KNK,KNK,0.731021,1,1.0000,1.0000,0.280243,1.7910,KNK,0.904632,1,2.2500,2.2500,0.151476,1.3702,KNK,0.914895,1,2.3750,2.3750,0.140004,1.3379,KNK,0.977011,1,3.7500,3.7500,0.052691,1.1158,KNK,0.974032,1,3.6250,3.6250,0.057965,1.1281
kk_grpo_v3_final_holdout_001181,NKK,KNN,0.375383,2,0.3075,-0.3075,0.516315,2.9260,KNN,0.289931,2,0.7736,-0.7736,0.424723,2.4186,NKK,0.591397,1,0.3789,0.3789,0.336607,2.0137,KNK,0.075579,2,2.5015,-2.5015,0.137617,1.3313,KNK,0.363426,2,0.5335,-0.5335,0.356507,2.0987
kk_grpo_v3_final_holdout_001182,KNN,KNN,0.561011,1,0.7092,0.7092,0.510169,2.8889,KNN,0.783171,1,2.0898,2.0898,0.357829,2.1045,KNN,0.642904,1,0.7500,0.7500,0.386236,2.2326,KNN,0.953323,1,3.9937,3.9937,0.115248,1.2708,KNN,0.918854,1,2.8750,2.8750,0.168018,1.4182
kk_grpo_v3_final_holdout_001183,KKK,KKK,0.996868,1,6.5311,6.5311,0.012137,1.0256,KKK,0.999856,1,9.6385,9.6385,0.000775,1.0016,KKK,0.999890,1,9.7244,9.7244,0.000603,1.0013,KKK,0.999992,1,12.2517,12.2517,0.000051,1.0001,KKK,0.999994,1,12.3053,12.3053,0.000042,1.0001
kk_grpo_v3_final_holdout_001184,KNN,NNK,0.368391,2,0.5085,-0.5085,0.367647,2.1479,KNN,0.594869,1,0.4030,0.4030,0.346035,2.0535,NNK,0.088872,2,2.2864,-2.2864,0.220447,1.5816,NNK,0.119215,2,1.9994,-1.9994,0.177433,1.4462,NNK,0.437137,2,0.2481,-0.2481,0.338439,2.0213
kk_grpo_v3_final_holdout_001185,KKK,KKN,0.066259,2,2.5908,-2.5908,0.238191,1.6410,KKN,0.019955,2,3.8849,-3.8849,0.073322,1.1647,KKK,0.999746,1,9.0925,9.0925,0.001281,1.0027,KKN,0.009584,2,4.6310,-4.6310,0.047958,1.1049,KKK,0.742742,1,1.0614,1.0614,0.275315,1.7727
kk_grpo_v3_final_holdout_001186,NKK,KNN,0.025223,5,0.0539,-2.4949,0.698882,4.2771,KKN,0.017800,5,0.2476,-3.1827,0.611652,3.5676,KKK,0.000171,6,0.4440,-8.0071,0.551131,3.1457,KKK,0.000207,6,1.7671,-8.2961,0.267658,1.7447,KKN,0.000244,5,4.0262,-8.2878,0.080168,1.1814
kk_grpo_v3_final_holdout_001187,KKK,KKK,0.996288,1,6.4999,6.4999,0.013886,1.0293,KKK,0.999625,1,8.7331,8.7331,0.001825,1.0038,KKK,0.999902,1,9.9107,9.9107,0.000548,1.0011,KKK,0.999974,1,10.7950,10.7950,0.000156,1.0003,KKK,0.999965,1,10.4251,10.4251,0.000202,1.0004
kk_grpo_v3_final_holdout_001188,KNN,KNN,0.942214,1,3.4289,3.4289,0.125536,1.2983,KNN,0.985826,1,4.2631,4.2631,0.036491,1.0788,KNN,0.997502,1,5.9997,5.9997,0.008468,1.0178,KNN,0.999955,1,10.1281,10.1281,0.000249,1.0005,KNN,0.997024,1,5.8763,5.8763,0.010080,1.0212
kk_grpo_v3_final_holdout_001189,NKK,NKK,0.606320,1,0.4998,0.4998,0.382165,2.2138,KNK,0.474452,2,0.0644,-0.0644,0.374438,2.1785,NKK,0.771163,1,1.3769,1.3769,0.306014,1.8896,NKK,0.906613,1,2.3047,2.3047,0.156154,1.3836,NKK,0.736978,1,1.2481,1.2481,0.345156,2.0498
kk_grpo_v3_final_holdout_001190,KKN,KNK,0.186520,2,1.2147,-1.2147,0.525644,2.9833,KNK,0.305626,2,0.5897,-0.5897,0.521804,2.9596,KKN,0.402888,1,0.0992,0.0992,0.538315,3.0630,KNK,0.075744,3,2.3750,-2.4108,0.264378,1.7328,KKN,0.527657,1,0.5119,0.5119,0.490614,2.7738
kk_grpo_v3_final_holdout_001191,NNK,NNK,0.433201,1,0.3763,0.3763,0.525501,2.9825,NNK,0.418315,1,0.3555,0.3555,0.574900,3.3051,NNK,0.690403,1,1.1285,1.1285,0.389517,2.2479,NNK,0.661010,1,0.8991,0.8991,0.392179,2.2603,NNK,0.732784,1,1.0968,1.0968,0.324279,1.9627
kk_grpo_v3_final_holdout_001192,NKK,NKK,0.847911,1,1.9631,1.9631,0.243773,1.6602,NKK,0.961037,1,3.2484,3.2484,0.082455,1.1870,NKK,0.995798,1,5.7490,5.7490,0.014201,1.0300,NKK,0.991090,1,4.7497,4.7497,0.025179,1.0538,NKK,0.991514,1,4.8742,4.8742,0.024930,1.0532
kk_grpo_v3_final_holdout_001193,KNN,KNN,0.531195,1,0.2378,0.2378,0.409036,2.3410,KNN,0.777259,1,1.2518,1.2518,0.256673,1.7053,NKN,0.182549,2,1.4953,-1.4953,0.238675,1.6426,KNN,0.982078,1,4.0054,4.0054,0.043330,1.0943,KNN,0.623334,1,0.5376,0.5376,0.345930,2.0531
kk_grpo_v3_final_holdout_001194,NNK,NNK,0.724802,1,1.2501,1.2501,0.370265,2.1596,NNK,0.696404,1,1.0001,1.0001,0.373685,2.1751,NNK,0.730309,1,1.0003,1.0003,0.284257,1.8060,NNK,0.846926,1,1.7501,1.7501,0.219865,1.5796,NNK,0.965053,1,3.3753,3.3753,0.076755,1.1731
kk_grpo_v3_final_holdout_001195,KKN,KKN,0.531303,1,0.3054,0.3054,0.433694,2.4641,KKN,0.817587,1,1.5790,1.5790,0.252046,1.6890,KKN,0.705786,1,0.9180,0.9180,0.316107,1.9296,KKN,0.754908,1,1.1262,1.1262,0.268912,1.7492,KKN,0.798162,1,1.3795,1.3795,0.244722,1.6634
kk_grpo_v3_final_holdout_001196,KKK,KKK,0.995931,1,5.5016,5.5016,0.012747,1.0269,KKK,0.999991,1,11.7500,11.7500,0.000058,1.0001,KKK,0.999996,1,12.6875,12.6875,0.000028,1.0001,KKK,0.999884,1,9.0628,9.0628,0.000564,1.0012,KKK,0.999999,1,14.2500,14.2500,0.000005,1.0000
kk_grpo_v3_final_holdout_001197,KNK,KNK,0.815015,1,1.5233,1.5233,0.248652,1.6771,KNK,0.880554,1,2.0000,2.0000,0.176966,1.4448,KNK,0.929609,1,2.6215,2.6215,0.128881,1.3073,KNN,0.405559,2,0.3750,-0.3750,0.338050,2.0197,KNK,0.949150,1,3.3745,3.3745,0.114817,1.2697
kk_grpo_v3_final_holdout_001198,NKN,NKN,0.559540,1,0.2454,0.2454,0.338047,2.0197,NKN,0.673313,1,0.7413,0.7413,0.318125,1.9377,NKN,0.850671,1,1.7490,1.7490,0.206747,1.5371,NKN,0.951945,1,2.9994,2.9994,0.094382,1.2168,NKN,0.816926,1,1.4993,1.4993,0.231028,1.6167
kk_grpo_v3_final_holdout_001199,NKK,NKK,0.987118,1,4.3755,4.3755,0.034147,1.0736,NKK,0.998791,1,6.7500,6.7500,0.004579,1.0096,NKK,0.999564,1,7.9999,7.9999,0.001981,1.0041,NKK,0.999817,1,8.6260,8.6260,0.000856,1.0018,NKK,0.998474,1,6.5000,6.5000,0.005567,1.0116
kk_grpo_v3_final_holdout_001200,NNK,NNK,0.861594,1,2.1838,2.1838,0.243838,1.6604,NNK,0.913827,1,2.4444,2.4444,0.154607,1.3792,NNK,0.965367,1,3.3863,3.3863,0.076952,1.1735,NNK,0.993907,1,5.1315,5.1315,0.018421,1.0390,NNK,0.989111,1,4.7500,4.7500,0.031948,1.0687
kk_grpo_v3_final_holdout_001201,KKN,KKN,0.911325,1,2.7713,2.7713,0.182355,1.4611,KKN,0.990202,1,5.3760,5.3760,0.031077,1.0668,KKN,0.995825,1,5.9991,5.9991,0.014730,1.0311,KKN,0.987071,1,4.6257,4.6257,0.037405,1.0809,KKN,0.998795,1,6.7500,6.7500,0.004557,1.0095
kk_grpo_v3_final_holdout_001202,KNK,KNK,0.973954,1,3.6250,3.6250,0.058363,1.1290,KNK,0.962650,1,3.2500,3.2500,0.076768,1.1731,KNK,0.851953,1,1.7501,1.7501,0.201713,1.5211,KNK,0.993306,1,5.0000,5.0000,0.019335,1.0410,KNK,0.966916,1,3.3753,3.3753,0.069919,1.1565
kk_grpo_v3_final_holdout_001203,NNK,NNK,0.448684,1,0.0427,0.0427,0.502423,2.8427,NNK,0.771759,1,1.3445,1.3445,0.299886,1.8656,KNN,0.371949,2,0.4958,-0.4958,0.361547,2.1208,NNK,0.623500,1,0.5062,0.5062,0.321155,1.9500,KNN,0.222632,2,1.2499,-1.2499,0.256826,1.7058
kk_grpo_v3_final_holdout_001204,NNN,NNN,0.988856,1,4.5001,4.5001,0.029881,1.0641,NNN,0.990221,1,4.6251,4.6251,0.026678,1.0570,NNN,0.981977,1,3.9999,3.9999,0.043535,1.0948,NNN,0.999905,1,9.3749,9.3749,0.000489,1.0010,NNN,0.999268,1,7.2575,7.2575,0.002961,1.0062
kk_grpo_v3_final_holdout_001205,KNK,NNN,0.288660,2,0.7940,-0.7940,0.411443,2.3527,KNK,0.499345,1,0.0773,0.0773,0.399995,2.2974,KNK,0.704624,1,0.9859,0.9859,0.343692,2.0435,KNK,0.883355,1,2.1206,2.1206,0.191929,1.4905,KNK,0.676448,1,0.7532,0.7532,0.317245,1.9342
kk_grpo_v3_final_holdout_001206,NKN,NKN,0.932027,1,2.6250,2.6250,0.120825,1.2856,NKN,0.777284,1,1.2500,1.2500,0.255142,1.6999,NKN,0.998667,1,6.6250,6.6250,0.004913,1.0103,NKN,0.985933,1,4.2500,4.2500,0.035582,1.0768,NKN,0.998814,1,7.1250,7.1250,0.004781,1.0100
kk_grpo_v3_final_holdout_001207,NNN,NNN,0.883534,1,2.8115,2.8115,0.245230,1.6652,NNN,0.924402,1,3.2998,3.2998,0.175897,1.4416,NNN,0.990800,1,4.8413,4.8413,0.027575,1.0590,NNN,0.997132,1,6.1916,6.1916,0.010435,1.0219,NNN,0.976994,1,3.7618,3.7618,0.053538,1.1178
kk_grpo_v3_final_holdout_001208,KNK,KNK,0.813962,1,1.5386,1.5386,0.251971,1.6887,KNK,0.939947,1,2.7580,2.7580,0.110645,1.2587,KNK,0.867627,1,1.8938,1.8938,0.193102,1.4941,KNK,0.988642,1,4.7633,4.7633,0.033293,1.0717,KNK,0.987536,1,4.6919,4.6919,0.035974,1.0777
kk_grpo_v3_final_holdout_001209,KKK,KKK,0.999112,1,7.4996,7.4996,0.003743,1.0078,KKK,0.999868,1,9.1249,9.1249,0.000661,1.0014,KKK,0.999956,1,10.3753,10.3753,0.000248,1.0005,KKK,0.999937,1,10.2500,10.2500,0.000346,1.0007,KKK,0.999960,1,10.2499,10.2499,0.000221,1.0005
kk_grpo_v3_final_holdout_001210,NKK,NKK,0.916244,1,2.6250,2.6250,0.161446,1.3989,NKK,0.947412,1,3.0000,3.0000,0.107903,1.2515,NKK,0.530105,1,0.1250,0.1250,0.339357,2.0252,NKK,0.982634,1,4.1250,4.1250,0.044806,1.0977,NKN,0.029232,2,3.5000,-3.5000,0.073203,1.1644
kk_grpo_v3_final_holdout_001211,KKN,KKN,0.656214,1,1.0023,1.0023,0.445328,2.5245,KKN,0.904827,1,3.2358,3.2358,0.201059,1.5191,KKN,0.957647,1,3.2279,3.2279,0.091872,1.2105,KKN,0.981987,1,4.0064,4.0064,0.043822,1.0954,KKN,0.985871,1,4.5012,4.5012,0.039439,1.0855
kk_grpo_v3_final_holdout_001212,KKK,KKK,0.997808,1,6.1269,6.1269,0.007555,1.0158,KKK,0.999738,1,8.2499,8.2499,0.001166,1.0024,KKK,0.999841,1,8.7501,8.7501,0.000746,1.0016,KKK,0.999840,1,8.7499,8.7499,0.000753,1.0016,KKK,0.999960,1,10.1253,10.1253,0.000215,1.0004
kk_grpo_v3_final_holdout_001213,NNK,NKK,0.330515,2,0.2497,-0.2497,0.551664,3.1492,KNN,0.330608,2,0.0323,-0.0323,0.583318,3.3635,NNK,0.417774,1,0.0002,0.0002,0.536553,3.0518,NNK,0.938845,1,2.7506,2.7506,0.113544,1.2663,NNK,0.976214,1,4.0001,4.0001,0.061744,1.1370
kk_grpo_v3_final_holdout_001214,NKK,NKK,0.676445,1,1.2071,1.2071,0.462688,2.6173,NKK,0.851388,1,1.7506,1.7506,0.204579,1.5302,NKK,0.958231,1,3.1357,3.1357,0.083891,1.1906,NKK,0.558311,1,0.2354,0.2354,0.332063,1.9947,NKK,0.890323,1,2.0950,2.0950,0.166746,1.4144
kk_grpo_v3_final_holdout_001215,NKK,NKN,0.193307,2,1.3750,-1.3750,0.315799,1.9284,NKK,0.790509,1,1.5000,1.5000,0.290852,1.8309,NKK,0.951642,1,3.6017,3.6017,0.109257,1.2551,NKK,0.891094,1,2.1250,2.1250,0.171231,1.4277,NKK,0.928205,1,2.7374,2.7374,0.139625,1.3369
kk_grpo_v3_final_holdout_001216,NKN,NKN,0.991225,1,5.1284,5.1284,0.028176,1.0603,NKN,0.997492,1,6.2517,6.2517,0.009269,1.0195,NKN,0.994405,1,5.2495,5.2495,0.017400,1.0368,NKN,0.999350,1,8.1251,8.1251,0.002934,1.0061,NKN,0.998921,1,7.0000,7.0000,0.004344,1.0091
kk_grpo_v3_final_holdout_001217,NKK,NKK,0.703303,1,1.0721,1.0721,0.366800,2.1441,NKK,0.798023,1,1.3948,1.3948,0.251852,1.6883,NKK,0.976890,1,3.7489,3.7489,0.053242,1.1171,NKK,0.772586,1,1.2374,1.2374,0.266353,1.7400,NKK,0.924044,1,2.4999,2.4999,0.129652,1.3094
kk_grpo_v3_final_holdout_001218,NNN,NNN,0.946413,1,2.8753,2.8753,0.101194,1.2342,NNN,0.851928,1,1.7501,1.7501,0.201856,1.5216,NNN,0.679096,1,0.7502,0.7502,0.302521,1.8759,NNN,0.864982,1,1.8578,1.8578,0.190656,1.4865,NNN,0.993252,1,4.9991,4.9991,0.019615,1.0416
kk_grpo_v3_final_holdout_001219,KNN,KNN,0.687987,1,1.0515,1.0515,0.409864,2.3450,KNN,0.538111,1,0.7967,0.7967,0.523746,2.9716,KNN,0.882533,1,2.3263,2.3263,0.220080,1.5803,NNK,0.272341,2,0.7164,-0.7164,0.477171,2.6973,KNN,0.873076,1,2.0262,2.0262,0.207023,1.5380
kk_grpo_v3_final_holdout_001220,KKK,KKK,0.988891,1,4.5014,4.5014,0.029774,1.0639,KKK,0.999766,1,8.3750,8.3750,0.001064,1.0022,KKK,0.999988,1,11.4999,11.4999,0.000072,1.0002,KKK,0.997816,1,6.1249,6.1249,0.007487,1.0157,KKK,0.999954,1,9.9999,9.9999,0.000243,1.0005
kk_grpo_v3_final_holdout_001221,KKK,KKK,0.590992,1,0.4177,0.4177,0.372927,2.1716,KKK,0.973374,1,3.6363,3.6363,0.061528,1.1365,KKK,0.941060,1,2.8178,2.8178,0.113851,1.2671,KKK,0.924157,1,2.5023,2.5023,0.129724,1.3096,KKK,0.997656,1,6.1594,6.1594,0.008416,1.0177
kk_grpo_v3_final_holdout_001222,KNK,KNK,0.670684,1,0.7378,0.7378,0.324532,1.9637,KNK,0.907325,1,2.3178,2.3178,0.155466,1.3817,KNK,0.994892,1,5.6236,5.6236,0.017316,1.0367,KNK,0.981547,1,3.9948,3.9948,0.045242,1.0986,KNK,0.993083,1,5.2484,5.2484,0.022094,1.0470
kk_grpo_v3_final_holdout_001223,NKK,NKK,0.592309,1,0.5351,0.5351,0.409611,2.3438,NKK,0.531197,1,0.1278,0.1278,0.337089,2.0157,NKK,0.777234,1,1.2741,1.2741,0.268580,1.7480,NKK,0.914877,1,2.4472,2.4472,0.150854,1.3685,NKK,0.902168,1,2.2950,2.2950,0.167179,1.4157
kk_grpo_v3_final_holdout_001224,NKN,NKN,0.795353,1,2.2500,2.2500,0.353894,2.0874,NKN,0.747985,1,1.5000,1.5000,0.366324,2.1420,NKN,0.992027,1,5.0000,5.0000,0.024387,1.0520,NKN,0.886035,1,2.2500,2.2500,0.203264,1.5260,NKN,0.990713,1,4.9975,4.9975,0.028806,1.0617
kk_grpo_v3_final_holdout_001225,NKN,KNN,0.467739,2,0.0960,-0.0960,0.372242,2.1685,KNN,0.344192,2,0.6215,-0.6215,0.350141,2.0711,KNN,0.311761,2,0.7511,-0.7511,0.363514,2.1295,KNN,0.269216,2,0.9973,-0.9973,0.283797,1.8042,NKN,0.795163,1,1.5970,1.5970,0.301100,1.8703
kk_grpo_v3_final_holdout_001226,KKK,KKK,0.999618,1,7.8750,7.8750,0.001640,1.0034,KKK,0.999982,1,11.0000,11.0000,0.000104,1.0002,KKK,0.999998,1,13.5000,13.5000,0.000017,1.0000,KKK,0.999994,1,12.2500,12.2500,0.000040,1.0001,KKK,0.999999,1,13.7500,13.7500,0.000011,1.0000
kk_grpo_v3_final_holdout_001227,NKN,NKN,0.511408,1,0.0872,0.0872,0.373408,2.1738,NKN,0.616599,1,0.5703,0.5703,0.376236,2.1866,NKN,0.888096,1,2.3454,2.3454,0.198193,1.5100,NKN,0.966146,1,3.3745,3.3745,0.072906,1.1637,NKN,0.927600,1,2.6200,2.6200,0.133520,1.3200
kk_grpo_v3_final_holdout_001228,NKN,NNN,0.435397,2,0.0919,-0.0919,0.474124,2.6803,NKN,0.455009,1,0.0275,0.0275,0.478735,2.7061,NKN,0.677392,1,0.8990,0.8990,0.378097,2.1951,NNK,0.409481,2,0.3469,-0.3469,0.354902,2.0917,NNN,0.238343,2,1.1529,-1.1529,0.284972,1.8087
kk_grpo_v3_final_holdout_001229,KNN,KNN,0.999895,1,9.5624,9.5624,0.000562,1.0012,KNN,0.999974,1,10.7509,10.7509,0.000149,1.0003,KNN,0.999951,1,10.4407,10.4407,0.000279,1.0006,KNN,0.999984,1,11.7535,11.7535,0.000098,1.0002,KNN,0.999863,1,9.0679,9.0679,0.000683,1.0014
kk_grpo_v3_final_holdout_001230,NKK,NKK,0.948615,1,3.4003,3.4003,0.120684,1.2853,NKK,0.998545,1,7.5076,7.5076,0.006072,1.0127,NKK,0.999327,1,8.1250,8.1250,0.003051,1.0064,NKK,0.999458,1,7.7255,7.7255,0.002388,1.0050,NKK,0.997978,1,6.8981,6.8981,0.008057,1.0169
kk_grpo_v3_final_holdout_001231,NKN,NKN,0.777803,1,1.3511,1.3511,0.292459,1.8370,NKN,0.959398,1,3.9950,3.9950,0.102048,1.2364,NKN,0.956895,1,3.6329,3.6329,0.105209,1.2446,NKN,0.945055,1,2.8673,2.8673,0.105477,1.2452,NKN,0.875491,1,1.9913,1.9913,0.191669,1.4897
kk_grpo_v3_final_holdout_001232,KNK,KNK,0.700395,1,0.8676,0.8676,0.307021,1.8935,KNK,0.774117,1,1.2462,1.2462,0.265299,1.7362,KNK,0.929552,1,2.7392,2.7392,0.136861,1.3292,KNK,0.998271,1,7.0000,7.0000,0.006730,1.0141,KNK,0.992152,1,5.1233,5.1233,0.024222,1.0517
kk_grpo_v3_final_holdout_001233,KNK,KNK,0.807236,1,2.2500,2.2500,0.358048,2.1055,KNK,0.908011,1,3.2394,3.2394,0.206302,1.5357,KNK,0.943393,1,3.2460,3.2460,0.129315,1.3085,KNK,0.921944,1,2.5000,2.5000,0.138055,1.3325,KNK,0.985838,1,4.7500,4.7500,0.041523,1.0902
kk_grpo_v3_final_holdout_001234,KNK,KNK,0.839203,1,2.1248,2.1248,0.271497,1.7587,KNK,0.846251,1,1.7503,1.7503,0.220065,1.5803,KKN,0.222788,2,1.2367,-1.2367,0.280911,1.7934,KNK,0.592799,1,0.3780,0.3780,0.328413,1.9796,KKN,0.202377,2,1.0904,-1.0904,0.455839,2.5803
kk_grpo_v3_final_holdout_001235,KNK,KNK,0.750091,1,1.1237,1.1237,0.284622,1.8073,KNK,0.879076,1,2.0000,2.0000,0.182474,1.4615,KNK,0.985531,1,4.7500,4.7500,0.041217,1.0895,KNK,0.966611,1,3.3706,3.3706,0.070901,1.1589,KNK,0.988385,1,4.8750,4.8750,0.034072,1.0734
kk_grpo_v3_final_holdout_001236,NNK,NNK,0.819998,1,1.8054,1.8054,0.300963,1.8698,NNK,0.934918,1,2.9473,2.9473,0.139557,1.3367,NNK,0.995545,1,5.5045,5.5045,0.014449,1.0305,NNK,0.989394,1,4.7852,4.7852,0.031739,1.0682,NNK,0.995096,1,5.3758,5.3758,0.015453,1.0327
kk_grpo_v3_final_holdout_001237,NNK,NNK,0.828914,1,2.2937,2.2937,0.322678,1.9562,NNK,0.876717,1,2.1619,2.1619,0.217821,1.5729,NNK,0.994282,1,5.6246,5.6246,0.019741,1.0419,NNK,0.990702,1,5.2335,5.2335,0.029892,1.0641,NNK,0.992071,1,5.4513,5.4513,0.025914,1.0554
kk_grpo_v3_final_holdout_001238,NKK,NKK,0.830916,1,2.0000,2.0000,0.304619,1.8841,NKK,0.932917,1,3.3802,3.3802,0.156651,1.3851,NKK,0.987147,1,5.2565,5.2565,0.040967,1.0889,NKK,0.996619,1,6.1250,6.1250,0.012488,1.0263,NKK,0.985334,1,4.8750,4.8750,0.045533,1.0993
kk_grpo_v3_final_holdout_001239,NKN,NKN,0.849383,1,1.7304,1.7304,0.204234,1.5291,NKN,0.987499,1,4.3749,4.3749,0.032547,1.0700,NKN,0.996734,1,5.7501,5.7501,0.010807,1.0227,NKN,0.997134,1,5.8751,5.8751,0.009606,1.0202,NKN,0.979524,1,3.8725,3.8725,0.048366,1.1058
