id,gt_pattern,same_count,different_count,and_count,or_count,not_count,person_is_count,expression_nodes,expression_depth,top_ops,top_ops_multiset,op_signature,statement_chars,epoch4_pred,epoch4_correct,epoch5_pred,epoch5_correct,v1_pred,v1_correct,v2_pred,v2_correct,v3_pred,v3_correct
row_0947,NNK,1,3,2,0,2,1,9,3,not+different+not,different|not|not,person_is:1+same:1+different:3+not:2+and:2,220,NKN,0,NKK,0,NKK,0,NKK,0,NNK,1
row_0948,NNK,2,1,1,0,0,1,5,2,person_is+same+and,and|person_is|same,person_is:1+same:2+different:1+and:1,129,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_0949,KKN,3,1,2,1,0,2,9,3,different+or+and,and|different|or,person_is:2+same:3+different:1+and:2+or:1,212,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_0950,NKK,2,2,0,1,0,0,5,2,same+different+or,different|or|same,same:2+different:2+or:1,148,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_0951,NNK,2,0,1,1,1,3,8,3,same+or+person_is,or|person_is|same,person_is:3+same:2+not:1+and:1+or:1,164,NKN,0,NKN,0,NKN,0,NKN,0,NKN,0
row_0952,KNK,1,1,2,0,0,3,7,3,same+and+person_is,and|person_is|same,person_is:3+same:1+different:1+and:2,148,KNK,1,KNK,1,NNK,0,KNK,1,KNK,1
row_0953,NNK,2,2,0,2,1,1,8,3,or+different+or,different|or|or,person_is:1+same:2+different:2+not:1+or:2,199,NNK,1,NKK,0,NKK,0,NNK,1,NNK,1
row_0954,NNN,0,2,0,0,2,1,5,3,person_is+different+not,different|not|person_is,person_is:1+different:2+not:2,126,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_0955,NNK,5,1,3,1,0,1,11,3,and+and+same,and|and|same,person_is:1+same:5+different:1+and:3+or:1,264,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_0956,KNN,1,2,1,0,1,1,6,3,different+person_is+and,and|different|person_is,person_is:1+same:1+different:2+not:1+and:1,153,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_0957,NNK,3,1,0,1,2,0,7,3,same+or+not,not|or|same,same:3+different:1+not:2+or:1,190,NKK,0,NNK,1,NKK,0,NNK,1,NNK,1
row_0958,NNN,0,2,0,0,1,1,4,2,different+different+not,different|different|not,person_is:1+different:2+not:1,105,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_0959,NNN,1,3,1,1,0,1,7,3,and+different+different,and|different|different,person_is:1+same:1+different:3+and:1+or:1,179,NNN,1,NNN,1,NNN,1,NNN,1,NNK,0
row_0960,KNN,3,0,0,1,1,1,6,3,or+person_is+same,or|person_is|same,person_is:1+same:3+not:1+or:1,147,KNN,1,KNN,1,KNN,1,NKN,0,KNN,1
row_0961,NKK,0,1,2,1,1,5,10,3,and+different+not,and|different|not,person_is:5+different:1+not:1+and:2+or:1,175,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_0962,NKN,1,4,1,2,0,1,9,3,different+or+and,and|different|or,person_is:1+same:1+different:4+and:1+or:2,232,NNN,0,NKN,1,NKN,1,NNN,0,NNN,0
row_0963,KNN,2,1,1,0,2,1,7,3,and+person_is+not,and|not|person_is,person_is:1+same:2+different:1+not:2+and:1,171,NNN,0,NNN,0,NNN,0,NNN,0,NNN,0
row_0964,KNN,2,1,2,1,0,3,9,3,or+person_is+and,and|or|person_is,person_is:3+same:2+different:1+and:2+or:1,188,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_0965,KNK,3,2,2,1,0,1,9,3,or+same+and,and|or|same,person_is:1+same:3+different:2+and:2+or:1,221,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_0966,KNK,1,2,1,0,2,1,7,3,not+person_is+not,not|not|person_is,person_is:1+same:1+different:2+not:2+and:1,172,NKN,0,KNK,1,NKK,0,KNK,1,KNK,1
row_0967,NKN,2,1,0,0,2,0,5,3,different+not+same,different|not|same,same:2+different:1+not:2,142,KKN,0,KKN,0,NKN,1,KKN,0,NKN,1
row_0968,NKN,3,2,2,0,1,0,8,3,and+and+same,and|and|same,same:3+different:2+not:1+and:2,212,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_0969,NNN,2,2,2,0,1,1,8,2,and+not+and,and|and|not,person_is:1+same:2+different:2+not:1+and:2,199,NNK,0,NNK,0,NNN,1,NNN,1,NNK,0
row_0970,NKN,0,4,2,2,1,3,12,3,not+or+different,different|not|or,person_is:3+different:4+not:1+and:2+or:2,266,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_0971,NKK,2,3,1,2,0,1,9,3,and+or+different,and|different|or,person_is:1+same:2+different:3+and:1+or:2,224,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_0972,KKK,2,1,0,1,1,1,6,2,same+or+not,not|or|same,person_is:1+same:2+different:1+not:1+or:1,147,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0973,KKK,0,3,1,1,4,2,11,3,or+not+not,not|not|or,person_is:2+different:3+not:4+and:1+or:1,244,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0974,NNK,3,1,1,1,2,1,9,3,same+and+not,and|not|same,person_is:1+same:3+different:1+not:2+and:1+or:1,217,NKN,0,NKN,0,NKN,0,NKN,0,NKN,0
row_0975,KNN,2,1,1,1,0,2,7,3,different+or+person_is,different|or|person_is,person_is:2+same:2+different:1+and:1+or:1,159,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_0976,KNK,1,2,2,0,0,2,7,3,same+and+person_is,and|person_is|same,person_is:2+same:1+different:2+and:2,163,NNK,0,KNK,1,NNK,0,NNK,0,NNK,0
row_0977,KKN,1,2,1,2,1,3,10,3,or+person_is+not,not|or|person_is,person_is:3+same:1+different:2+not:1+and:1+or:2,215,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_0978,NKN,1,1,1,0,1,2,6,3,same+and+person_is,and|person_is|same,person_is:2+same:1+different:1+not:1+and:1,135,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_0979,NKN,3,2,3,1,0,2,11,3,person_is+or+and,and|or|person_is,person_is:2+same:3+different:2+and:3+or:1,257,KNN,0,KNN,0,KNN,0,KNN,0,KNN,0
row_0980,NKN,0,1,0,0,1,2,4,2,person_is+different+not,different|not|person_is,person_is:2+different:1+not:1,85,KNN,0,KNN,0,KNN,0,KNN,0,KNN,0
row_0981,NKN,2,1,0,1,2,1,7,3,different+or+same,different|or|same,person_is:1+same:2+different:1+not:2+or:1,174,KNN,0,KNN,0,NKN,1,KKN,0,NKN,1
row_0982,KNN,3,0,2,0,0,2,7,2,person_is+and+and,and|and|person_is,person_is:2+same:3+and:2,160,NNK,0,NKK,0,NNK,0,KNN,1,NNK,0
row_0983,NKN,2,1,1,0,0,1,5,2,same+person_is+and,and|person_is|same,person_is:1+same:2+different:1+and:1,128,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_0984,KKN,2,0,2,0,1,3,8,3,not+person_is+and,and|not|person_is,person_is:3+same:2+not:1+and:2,166,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_0985,NNN,0,1,0,0,2,2,5,3,person_is+not+different,different|not|person_is,person_is:2+different:1+not:2,108,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_0986,KNK,0,2,0,0,3,1,6,3,not+not+person_is,not|not|person_is,person_is:1+different:2+not:3,146,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_0987,NKN,0,2,0,1,2,2,7,3,or+person_is+different,different|or|person_is,person_is:2+different:2+not:2+or:1,157,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_0988,NKK,3,1,1,2,2,2,11,3,or+not+different,different|not|or,person_is:2+same:3+different:1+not:2+and:1+or:2,251,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_0989,KKK,1,1,0,0,1,1,4,2,person_is+same+not,not|person_is|same,person_is:1+same:1+different:1+not:1,106,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0990,NNK,2,2,0,1,0,0,5,2,or+same+different,different|or|same,same:2+different:2+or:1,148,NKK,0,NNK,1,NKK,0,NNK,1,NNK,1
row_0991,KNN,1,1,0,1,3,2,8,3,or+not+person_is,not|or|person_is,person_is:2+same:1+different:1+not:3+or:1,174,KKN,0,KKN,0,KKN,0,KKN,0,KKN,0
row_0992,NNK,2,1,0,0,2,0,5,3,not+different+same,different|not|same,same:2+different:1+not:2,140,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_0993,KNN,0,1,1,1,2,4,9,3,or+person_is+not,not|or|person_is,person_is:4+different:1+not:2+and:1+or:1,170,KNN,1,NKK,0,KNK,0,KNK,0,KNN,1
row_0994,KKN,1,2,1,2,0,3,9,3,person_is+different+or,different|or|person_is,person_is:3+same:1+different:2+and:1+or:2,192,NNN,0,NKN,0,NKN,0,NNN,0,NNN,0
row_0995,KKK,1,2,1,1,2,2,9,3,same+or+not,not|or|same,person_is:2+same:1+different:2+not:2+and:1+or:1,203,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0996,KNN,2,1,1,0,1,1,6,3,different+same+and,and|different|same,person_is:1+same:2+different:1+not:1+and:1,151,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_0997,KKK,1,0,0,0,2,2,5,3,person_is+not+same,not|person_is|same,person_is:2+same:1+not:2,108,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0998,NKN,2,4,1,4,1,2,14,3,not+or+and,and|not|or,person_is:2+same:2+different:4+not:1+and:1+or:4,327,NKN,1,NKN,1,NKN,1,NKN,1,KKK,0
row_0999,NKN,2,2,4,0,1,3,12,3,and+not+and,and|and|not,person_is:3+same:2+different:2+not:1+and:4,257,NKN,1,NKN,1,NKN,1,NKN,1,NNK,0
row_1000,NNN,3,1,1,1,1,1,8,3,not+and+different,and|different|not,person_is:1+same:3+different:1+not:1+and:1+or:1,203,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1001,KNK,2,2,0,1,0,0,5,2,or+different+different,different|different|or,same:2+different:2+or:1,150,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1002,NKN,1,2,1,0,1,1,6,3,different+person_is+not,different|not|person_is,person_is:1+same:1+different:2+not:1+and:1,154,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_1003,KNK,3,0,0,0,1,0,4,2,same+same+not,not|same|same,same:3+not:1,118,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1004,NKK,1,3,0,1,0,0,5,2,different+different+or,different|different|or,same:1+different:3+or:1,152,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_1005,NNN,1,2,1,2,1,3,10,3,person_is+or+or,or|or|person_is,person_is:3+same:1+different:2+not:1+and:1+or:2,213,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1006,KKN,3,2,2,1,1,1,10,3,and+different+not,and|different|not,person_is:1+same:3+different:2+not:1+and:2+or:1,242,NKN,0,NKN,0,NKN,0,NKN,0,NKN,0
row_1007,NNN,0,4,1,1,1,1,8,3,and+or+different,and|different|or,person_is:1+different:4+not:1+and:1+or:1,202,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1008,KKK,1,0,0,1,1,3,6,3,or+same+person_is,or|person_is|same,person_is:3+same:1+not:1+or:1,116,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1009,NNK,2,2,2,1,2,2,11,3,and+and+person_is,and|and|person_is,person_is:2+same:2+different:2+not:2+and:2+or:1,248,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_1010,NKK,2,0,0,0,2,1,5,3,not+same+person_is,not|person_is|same,person_is:1+same:2+not:2,121,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_1011,NKK,1,2,0,1,0,1,5,2,same+different+or,different|or|same,person_is:1+same:1+different:2+or:1,134,KKN,0,KKN,0,NKK,1,KKN,0,NKK,1
row_1012,KKK,2,0,0,3,0,4,9,3,or+person_is+or,or|or|person_is,person_is:4+same:2+or:3,177,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1013,NKN,2,1,1,1,0,2,7,3,same+or+same,or|same|same,person_is:2+same:2+different:1+and:1+or:1,160,NKN,1,KKK,0,NKN,1,NKN,1,NKN,1
row_1014,KKK,3,0,0,1,2,1,7,3,same+or+same,or|same|same,person_is:1+same:3+not:2+or:1,169,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1015,NNN,0,3,1,0,1,1,6,3,and+different+person_is,and|different|person_is,person_is:1+different:3+not:1+and:1,151,NKK,0,NKK,0,NKN,0,NKK,0,NKN,0
row_1016,NNK,1,1,0,0,1,1,4,2,same+not+different,different|not|same,person_is:1+same:1+different:1+not:1,107,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_1017,NNK,3,2,1,2,0,1,9,3,same+and+person_is,and|person_is|same,person_is:1+same:3+different:2+and:1+or:2,224,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_1018,NKK,0,1,0,0,1,2,4,2,not+different+person_is,different|not|person_is,person_is:2+different:1+not:1,87,NKN,0,NKK,1,NKK,1,NKK,1,NKK,1
row_1019,NNN,2,0,0,1,2,2,7,3,not+person_is+or,not|or|person_is,person_is:2+same:2+not:2+or:1,154,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1020,NNN,1,3,1,1,1,1,8,3,different+different+and,and|different|different,person_is:1+same:1+different:3+not:1+and:1+or:1,200,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1021,NNK,2,1,1,2,0,3,9,3,and+person_is+or,and|or|person_is,person_is:3+same:2+different:1+and:1+or:2,190,NNK,1,NNK,1,NKK,0,NNK,1,NNK,1
row_1022,NNN,0,2,1,0,0,2,5,2,different+different+and,and|different|different,person_is:2+different:2+and:1,116,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1023,NNN,0,2,1,1,2,3,9,3,or+person_is+not,not|or|person_is,person_is:3+different:2+not:2+and:1+or:1,187,KNN,0,KKK,0,KKK,0,KKK,0,KKK,0
row_1024,KKK,1,1,0,2,0,3,7,3,person_is+same+or,or|person_is|same,person_is:3+same:1+different:1+or:2,147,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1025,KNK,1,0,1,2,0,5,9,3,and+same+or,and|or|same,person_is:5+same:1+and:1+or:2,155,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1026,KNN,4,2,3,0,2,0,11,3,same+and+and,and|and|same,same:4+different:2+not:2+and:3,277,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_1027,KKK,3,0,2,0,0,2,7,3,same+same+and,and|same|same,person_is:2+same:3+and:2,158,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1028,NNK,1,2,1,2,1,3,10,3,or+and+different,and|different|or,person_is:3+same:1+different:2+not:1+and:1+or:2,214,KNK,0,KNK,0,KNK,0,KNK,0,KNK,0
row_1029,KKN,2,3,1,1,2,0,9,3,or+same+not,not|or|same,same:2+different:3+not:2+and:1+or:1,237,KNK,0,KNK,0,KKN,1,KNK,0,KKN,1
row_1030,NNK,0,1,1,0,2,3,7,3,person_is+and+not,and|not|person_is,person_is:3+different:1+not:2+and:1,137,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_1031,KNN,2,2,0,1,1,0,6,3,different+same+not,different|not|same,same:2+different:2+not:1+or:1,170,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_1032,KKK,3,0,1,1,0,2,7,3,or+same+same,or|same|same,person_is:2+same:3+and:1+or:1,157,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1033,NKN,0,3,0,0,1,0,4,2,different+different+not,different|different|not,different:3+not:1,124,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_1034,NNK,3,3,4,0,0,1,11,3,and+and+different,and|and|different,person_is:1+same:3+different:3+and:4,269,NNN,0,NNN,0,NNN,0,NNN,0,NNN,0
row_1035,NNN,2,3,1,1,0,0,7,3,different+and+different,and|different|different,same:2+different:3+and:1+or:1,195,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1036,KNK,1,2,1,1,1,2,8,3,or+and+different,and|different|or,person_is:2+same:1+different:2+not:1+and:1+or:1,183,KNK,1,KNK,1,KNK,1,KNK,1,KKN,0
row_1037,NNK,0,3,1,1,2,2,9,3,not+and+or,and|not|or,person_is:2+different:3+not:2+and:1+or:1,204,NKN,0,NNK,1,NKN,0,NKN,0,NNN,0
row_1038,KNK,1,2,0,2,0,2,7,3,or+person_is+different,different|or|person_is,person_is:2+same:1+different:2+or:2,165,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1039,NKK,2,0,1,1,0,3,7,3,same+or+person_is,or|person_is|same,person_is:3+same:2+and:1+or:1,140,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_1040,NNK,3,1,0,1,0,0,5,2,different+or+same,different|or|same,same:3+different:1+or:1,146,NNK,1,KNN,0,NNK,1,KNN,0,KNN,0
row_1041,NKN,1,1,2,0,0,3,7,3,same+person_is+and,and|person_is|same,person_is:3+same:1+different:1+and:2,144,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_1042,KNN,1,3,1,0,0,0,5,2,different+and+same,and|different|same,same:1+different:3+and:1,149,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_1043,KNK,3,4,3,1,1,0,12,3,and+and+or,and|and|or,same:3+different:4+not:1+and:3+or:1,307,NKK,0,KNK,1,KNK,1,KNK,1,KNK,1
row_1044,NKK,2,2,0,2,0,1,7,3,person_is+different+or,different|or|person_is,person_is:1+same:2+different:2+or:2,175,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_1045,NNK,3,0,0,0,1,0,4,2,same+not+same,not|same|same,same:3+not:1,118,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_1046,KNK,1,0,0,0,1,2,4,2,person_is+same+not,not|person_is|same,person_is:2+same:1+not:1,84,NKK,0,NKK,0,NKK,0,NKK,0,NKK,0
row_1047,NKN,2,0,1,0,1,2,6,3,person_is+not+same,not|person_is|same,person_is:2+same:2+not:1+and:1,131,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_1048,KKK,3,1,0,1,0,0,5,2,same+same+or,or|same|same,same:3+different:1+or:1,148,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1049,NNK,0,4,1,1,1,1,8,3,different+and+or,and|different|or,person_is:1+different:4+not:1+and:1+or:1,201,NNK,1,NNK,1,NNK,1,NNK,1,NNN,0
row_1050,KKK,3,3,2,4,0,3,15,3,and+and+or,and|and|or,person_is:3+same:3+different:3+and:2+or:4,335,NNK,0,KNN,0,KNN,0,KNN,0,KNK,0
row_1051,KNN,0,3,1,0,1,1,6,3,different+not+person_is,different|not|person_is,person_is:1+different:3+not:1+and:1,157,NNN,0,NNN,0,NKN,0,KNN,1,NKN,0
row_1052,KNN,1,1,0,2,1,3,8,3,or+person_is+or,or|or|person_is,person_is:3+same:1+different:1+not:1+or:2,163,NKN,0,NKN,0,KNN,1,NKN,0,NKK,0
row_1053,NKN,0,4,1,0,1,0,6,2,not+different+and,and|different|not,different:4+not:1+and:1,171,NKN,1,NKN,1,NKN,1,NKN,1,NNK,0
row_1054,KKK,3,0,1,0,0,1,5,2,same+same+and,and|same|same,person_is:1+same:3+and:1,129,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1055,KKN,0,3,1,0,0,1,5,2,different+person_is+and,and|different|person_is,person_is:1+different:3+and:1,134,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_1056,KNN,1,2,0,1,0,1,5,2,or+different+person_is,different|or|person_is,person_is:1+same:1+different:2+or:1,132,KNN,1,KKN,0,KKN,0,KKN,0,KKN,0
row_1057,KKK,2,2,0,3,0,2,9,3,or+same+or,or|or|same,person_is:2+same:2+different:2+or:3,209,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1058,KKK,3,1,1,1,0,1,7,3,same+or+same,or|same|same,person_is:1+same:3+different:1+and:1+or:1,175,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1059,KNN,1,1,1,0,0,2,5,2,different+person_is+and,and|different|person_is,person_is:2+same:1+different:1+and:1,116,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_1060,KKN,1,1,2,1,1,4,10,3,not+person_is+and,and|not|person_is,person_is:4+same:1+different:1+not:1+and:2+or:1,196,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_1061,KNK,3,2,1,3,0,2,11,3,different+and+or,and|different|or,person_is:2+same:3+different:2+and:1+or:3,256,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1062,KKK,2,1,0,0,1,0,4,2,same+same+not,not|same|same,same:2+different:1+not:1,120,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1063,KKN,2,1,0,4,1,4,12,3,or+or+different,different|or|or,person_is:4+same:2+different:1+not:1+or:4,241,KKN,1,KKN,1,KKN,1,KKN,1,KKK,0
row_1064,KKK,3,0,0,1,0,1,5,2,same+same+or,or|same|same,person_is:1+same:3+or:1,127,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1065,KKK,4,1,2,1,0,1,9,3,same+and+or,and|or|same,person_is:1+same:4+different:1+and:2+or:1,221,KKK,1,KKK,1,KKK,1,KNN,0,KKK,1
row_1066,KKK,3,1,0,1,0,0,5,2,same+same+or,or|same|same,same:3+different:1+or:1,146,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1067,NKK,0,1,0,0,2,2,5,2,person_is+not+not,not|not|person_is,person_is:2+different:1+not:2,107,KNK,0,KNK,0,NKK,1,KNK,0,KNK,0
row_1068,NNK,2,0,0,1,0,2,5,2,same+person_is+or,or|person_is|same,person_is:2+same:2+or:1,112,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_1069,KKK,2,1,1,0,1,1,6,3,same+and+same,and|same|same,person_is:1+same:2+different:1+not:1+and:1,149,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1070,KKK,2,2,2,2,0,3,11,3,or+person_is+or,or|or|person_is,person_is:3+same:2+different:2+and:2+or:2,242,NNK,0,NNK,0,NNK,0,NNK,0,NNK,0
row_1071,NNN,3,2,1,2,1,1,10,3,not+and+different,and|different|not,person_is:1+same:3+different:2+not:1+and:1+or:2,247,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1072,NKN,1,1,1,0,1,2,6,2,and+person_is+not,and|not|person_is,person_is:2+same:1+different:1+not:1+and:1,137,NKN,1,NKN,1,NKK,0,NKN,1,NKN,1
row_1073,KKN,2,2,1,1,0,1,7,3,same+and+person_is,and|person_is|same,person_is:1+same:2+different:2+and:1+or:1,178,KKN,1,KKN,1,KKN,1,NKK,0,KKN,1
row_1074,KKK,2,0,1,1,0,3,7,3,or+same+same,or|same|same,person_is:3+same:2+and:1+or:1,142,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1075,KKK,2,0,1,0,1,2,6,2,same+not+and,and|not|same,person_is:2+same:2+not:1+and:1,134,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1076,NKK,0,1,0,2,1,4,8,3,person_is+or+not,not|or|person_is,person_is:4+different:1+not:1+or:2,150,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_1077,NKN,2,2,2,0,0,1,7,3,person_is+different+and,and|different|person_is,person_is:1+same:2+different:2+and:2,175,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_1078,NNK,1,2,0,1,0,1,5,2,different+same+or,different|or|same,person_is:1+same:1+different:2+or:1,131,KNN,0,NNK,1,NNK,1,KNN,0,KNN,0
row_1079,KNK,0,4,1,0,2,0,7,3,and+not+different,and|different|not,different:4+not:2+and:1,191,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1080,KKN,0,2,1,1,1,3,8,3,or+person_is+and,and|or|person_is,person_is:3+different:2+not:1+and:1+or:1,167,KNK,0,KNK,0,KNK,0,KNK,0,KNN,0
row_1081,NKK,1,2,1,0,0,1,5,2,same+different+and,and|different|same,person_is:1+same:1+different:2+and:1,135,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_1082,NNK,2,2,1,1,0,1,7,2,and+same+or,and|or|same,person_is:1+same:2+different:2+and:1+or:1,176,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_1083,NNK,1,3,1,0,1,0,6,2,and+not+different,and|different|not,same:1+different:3+not:1+and:1,169,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_1084,NNN,0,1,1,0,1,3,6,3,person_is+person_is+and,and|person_is|person_is,person_is:3+different:1+not:1+and:1,118,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1085,KNN,2,2,2,0,1,1,8,3,different+and+same,and|different|same,person_is:1+same:2+different:2+not:1+and:2,195,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_1086,KNK,5,0,1,3,1,2,12,3,or+same+not,not|or|same,person_is:2+same:5+not:1+and:1+or:3,270,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1087,KNK,1,1,0,0,1,1,4,2,not+different+person_is,different|not|person_is,person_is:1+same:1+different:1+not:1,103,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1088,KKK,2,1,0,1,1,1,6,3,same+or+same,or|same|same,person_is:1+same:2+different:1+not:1+or:1,149,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1089,KNN,0,1,2,1,1,5,10,3,and+or+different,and|different|or,person_is:5+different:1+not:1+and:2+or:1,182,NNN,0,NNN,0,NNN,0,NNN,0,NNN,0
row_1090,KKN,2,3,2,1,0,1,9,3,different+or+and,and|different|or,person_is:1+same:2+different:3+and:2+or:1,230,KNN,0,KNN,0,KKN,1,KKN,1,KKN,1
row_1091,KNK,3,0,0,1,1,1,6,2,or+same+not,not|or|same,person_is:1+same:3+not:1+or:1,148,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1092,NNN,1,1,0,1,1,2,6,3,not+person_is+different,different|not|person_is,person_is:2+same:1+different:1+not:1+or:1,138,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1093,NNK,0,2,0,0,1,1,4,2,person_is+not+different,different|not|person_is,person_is:1+different:2+not:1,104,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_1094,KKK,0,3,1,2,2,3,11,3,person_is+not+or,not|or|person_is,person_is:3+different:3+not:2+and:1+or:2,235,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1095,NNN,1,1,1,0,1,2,6,3,different+person_is+and,and|different|person_is,person_is:2+same:1+different:1+not:1+and:1,133,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1096,NKN,2,1,1,1,1,2,8,3,person_is+different+and,and|different|person_is,person_is:2+same:2+different:1+not:1+and:1+or:1,180,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_1097,NKK,1,2,0,0,1,0,4,2,same+not+different,different|not|same,same:1+different:2+not:1,122,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_1098,NKN,1,2,1,0,2,1,7,3,different+and+not,and|different|not,person_is:1+same:1+different:2+not:2+and:1,175,KNN,0,KNN,0,NKN,1,KNN,0,KNN,0
row_1099,KKN,2,1,0,0,1,0,4,2,different+not+same,different|not|same,same:2+different:1+not:1,122,KKN,1,KKN,1,NKN,0,KKN,1,KKN,1
row_1100,NKK,2,1,0,0,2,0,5,3,not+same+same,not|same|same,same:2+different:1+not:2,138,NKN,0,NKK,1,NKK,1,NKK,1,NKK,1
